player,position,age,team,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
Jared Rhoden,SG,24,DET,5,0,6,1,1.8,0.556,0.2,0.8,0.25,0.8,1,0.8,0.611,0.4,0.4,1,0.2,0.6,0.8,0.6,0,0,0.4,0.8,2.6
Nick Richards,C,26,CHO,21,8,21.9,3.2,4.6,0.691,0,0,0,3.2,4.6,0.691,0.691,2.2,2.7,0.807,2.3,4.6,7,0.7,0.4,1.3,1,2.6,8.6
Josh Richardson,SG,30,MIA,24,4,27.8,3.6,8.3,0.437,1.5,4.5,0.327,2.2,3.8,0.565,0.525,1.3,1.5,0.914,0.5,2.3,2.7,3,0.6,0.3,1,1.7,10
Duncan Robinson,SF,29,MIA,28,16,29.1,5.3,10.7,0.492,3.2,7.1,0.449,2.1,3.6,0.574,0.64,1.4,1.6,0.848,0.3,2.5,2.8,3.1,0.5,0.1,1.3,2.3,15.1
Jerome Robinson,SG,26,GSW,3,0,3.7,0,1.3,0,0,0.7,0,0,0.7,0,0,1,1.3,0.75,0.3,0.3,0.7,0,0,0,0,0,1
Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,0.592,0,0,0,2.8,4.7,0.592,0.592,0.7,1.8,0.368,5.3,5,10.3,0.7,1.5,1.3,1,1.9,6.2
Orlando Robinson,C,23,MIA,13,7,16.2,2.4,4.5,0.525,0.5,0.9,0.583,1.8,3.6,0.511,0.585,0.8,1.1,0.714,1.4,3.1,4.5,1.8,0.4,0.5,1,2.2,6.1
Jeremiah Robinson-Earl,PF,23,NOP,13,1,11.8,1.8,3.2,0.548,0.5,1.2,0.438,1.2,2,0.615,0.631,0.5,0.5,1,0.8,1.9,2.7,0.7,0.3,0.1,0.5,0.9,4.5
David Roddy,PF,22,MEM,26,8,23.8,3.2,7.8,0.406,1,3.5,0.289,2.2,4.3,0.5,0.47,0.8,1.1,0.714,1,3.2,4.2,1.3,0.7,0.3,1,1.4,8.1
Ryan Rollins,PG,21,WAS,9,0,6.7,1.3,2.4,0.545,0.2,0.3,0.667,1.1,2.1,0.526,0.591,1.4,1.9,0.765,0.2,1,1.2,1.2,0.9,0.3,0.8,0.8,4.3
Derrick Rose,PG,35,MEM,15,7,18.9,3.5,8.1,0.438,0.7,2.1,0.344,2.8,5.9,0.472,0.483,1.3,1.4,0.905,0.5,1.5,2,3.5,0.5,0.1,1.4,1.2,9.1
Terry Rozier,SG,29,CHO,17,17,35.6,8.6,18.6,0.464,2.6,7.2,0.358,6.1,11.4,0.531,0.533,3.3,3.8,0.875,0.6,3.1,3.7,7.1,1.2,0.4,2.3,2,23.2
Rayan Rupert,SG,19,POR,8,0,4.5,0.1,1.6,0.077,0.1,0.8,0.167,0,0.9,0,0.115,0.3,0.5,0.5,0.1,0,0.1,0.5,0.3,0,0.3,0.1,0.6
D'Angelo Russell,PG,27,LAL,30,28,29.4,5.8,12.3,0.468,2,5.2,0.382,3.8,7.1,0.531,0.549,1.5,2,0.767,0.3,2.7,3,6.1,0.8,0.5,1.8,2,15.1
Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,0.458,2.5,5.2,0.471,0.5,1.2,0.4,0.651,1,1.1,0.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
Domantas Sabonis,C,27,SAC,28,28,34.8,7.4,12.6,0.584,0.5,1.3,0.361,6.9,11.3,0.609,0.602,3.8,5.6,0.665,3.3,8.8,12.1,7.5,0.9,0.6,3,3.1,18.9
Luka Šamanić,PF,24,UTA,13,0,7,1.4,3.5,0.391,0.4,1.5,0.263,1,2.1,0.481,0.446,0.3,0.3,1,0.3,2,2.3,0.2,0.1,0.2,0.5,0.8,3.5
Jermaine Samuels,SF,25,HOU,6,0,6.3,0.8,1.2,0.714,0,0.3,0,0.8,0.8,1,0.714,0.3,0.3,1,0.2,1.2,1.3,0.3,0.2,0.2,0,0.5,2
Gui Santos,PF,21,GSW,4,0,5.5,1,1.8,0.571,0.3,0.8,0.333,0.8,1,0.75,0.643,1,1,1,1,1,2,0.3,0,0,0.5,0.8,3.3
Dario Šarić,C,29,GSW,30,4,20.8,3.7,8,0.464,1.6,4,0.388,2.1,3.9,0.542,0.563,1.8,2.1,0.855,1.6,4.1,5.7,2,0.6,0.2,1.2,2.4,10.7
Olivier Sarr,C,24,OKC,7,0,9.1,0.9,1.6,0.545,0.3,0.7,0.4,0.6,0.9,0.667,0.636,0.6,0.9,0.667,0.9,2.7,3.6,0.3,0,0.7,0.3,2,2.6
Marcus Sasser,PG,23,DET,28,0,16.5,2.9,6,0.479,1.2,2.9,0.42,1.7,3.1,0.534,0.58,0.6,0.7,0.895,0.1,1.6,1.7,2.4,0.6,0.2,0.9,1.5,7.6
Admiral Schofield,PF,26,ORL,8,0,3.5,0.4,1.3,0.3,0.1,0.8,0.167,0.3,0.5,0.5,0.35,0,0.3,0,0,0.6,0.6,0.3,0,0,0.5,0.8,0.9
Dennis Schröder,PG,30,TOR,29,29,32.1,5.1,12,0.421,1.6,4.6,0.353,3.4,7.4,0.463,0.489,2.5,2.9,0.867,0.5,2.3,2.8,6.8,1.1,0.1,1.8,2.3,14.2
Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,0.308,0.2,0.4,0.5,0.6,2.2,0.273,0.346,1,1.2,0.833,0.2,1.2,1.4,0.8,0.4,0.2,0,0.8,2.8
Alperen Şengün,C,21,HOU,27,27,31.9,8.1,15.2,0.533,0.7,2.2,0.317,7.4,13,0.57,0.556,3.5,5,0.701,2.6,6.7,9.2,5.2,0.9,0.9,2.4,3.2,20.4
Brice Sensabaugh,SF,20,UTA,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Collin Sexton,SG,25,UTA,30,7,23.2,5.1,11.1,0.456,1.3,3.8,0.351,3.7,7.3,0.511,0.517,3.7,4.1,0.887,0.9,1.8,2.7,3.5,0.6,0.2,1.9,1.9,15.1
Landry Shamet,SG,26,WAS,16,0,16.6,3,6.4,0.466,1.5,3.8,0.393,1.5,2.6,0.571,0.583,0.3,0.7,0.455,0.1,1.2,1.3,1.4,0.6,0.1,0.6,2.1,7.8
Day'Ron Sharpe,C,22,BRK,29,0,16,2.8,5.1,0.55,0,0.2,0,2.8,4.9,0.573,0.55,1.3,2.2,0.587,2.8,4.2,7,1.2,0.4,0.8,1.1,2.3,6.9
Shaedon Sharpe,SG,20,POR,26,25,35,5.7,14,0.41,2.1,5.8,0.36,3.7,8.2,0.446,0.485,3.2,3.9,0.824,1.3,4,5.3,3.3,0.9,0.3,2.6,3,16.8
Ben Sheppard,SG,22,IND,12,0,7.5,1.3,2.8,0.441,0.6,1.8,0.333,0.7,1.1,0.615,0.544,0.3,0.5,0.667,0.2,0.5,0.7,0.7,0.3,0,0.1,0.9,3.4
Pascal Siakam,PF,29,TOR,29,29,34.7,8.1,16,0.504,0.9,3.7,0.245,7.2,12.3,0.581,0.532,4.3,5.7,0.756,1.6,5.1,6.7,5,0.8,0.2,2.3,2.2,21.3
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6,0.528,0,0,0,3.2,6,0.528,0.528,0.2,0.7,0.25,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
Anfernee Simons,SG,24,POR,10,10,34.1,9.2,20.3,0.453,3.7,9.3,0.398,5.5,11,0.5,0.544,4.8,5.2,0.923,0.7,2.3,3,5.5,0.9,0.1,2.4,2,26.9
Jericho Sims,C,25,NYK,14,5,7.4,0.7,1.1,0.667,0,0,0,0.7,1.1,0.667,0.667,0.2,0.4,0.6,0.4,1.3,1.7,0.2,0.1,0.1,0.1,1,1.6
Dmytro Skapintsev,C,25,NYK,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,0.667,0,0.2,0,0.4,0.4,1,0.667,0,0,0,0,0.8,0.8,0.4,0,0.2,0.4,0.6,0.8
Javonte Smart,PG,24,PHI,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Smart,PG,29,MEM,11,11,29.9,4.6,10.8,0.429,1.6,5.5,0.295,3,5.3,0.569,0.504,1.5,1.9,0.81,0.3,2.2,2.5,5,2,0.4,3.4,3.2,12.5
Dennis Smith Jr.,PG,26,BRK,15,0,17.8,2.5,6.2,0.409,0.6,1.9,0.321,1.9,4.3,0.446,0.457,1,1.2,0.833,0.8,2.1,2.9,3.5,0.8,0.2,0.9,2.4,6.7
Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.561,0.2,0.2,1,0.7,0.9,1.6,1.6,1,0.3,0.6,1.3,4.3
Ish Smith,PG,35,CHO,21,1,16.6,1.7,3.3,0.514,0.1,0.2,0.5,1.6,3.1,0.515,0.529,0.1,0.1,1,0.3,1.2,1.5,3,0.3,0.1,1.3,1,3.6
Jabari Smith Jr.,PF,20,HOU,27,27,30.6,5.2,10.5,0.498,1.7,4.4,0.387,3.5,6.1,0.579,0.58,1.8,2.3,0.803,2,6.8,8.9,1.7,0.5,0.9,1.2,3.1,14
Jalen Smith,C,23,IND,16,0,14.9,3.8,5.3,0.726,1.2,1.7,0.704,2.6,3.6,0.737,0.839,1.3,1.8,0.714,1.4,3.8,5.2,0.8,0.3,0.3,1.1,2.3,10.1
Nick Smith Jr.,SG,19,CHO,12,0,11.3,2.3,5,0.467,1.3,2.6,0.484,1.1,2.4,0.448,0.592,0.2,0.2,1,0.3,0.5,0.8,0.4,0.1,0.3,0.4,0.9,6.1
Jeremy Sochan,PG,20,SAS,28,27,29.3,4.2,9.9,0.424,0.9,2.4,0.368,3.3,7.5,0.443,0.469,1.4,1.9,0.741,1.6,4.1,5.7,4.1,0.7,0.3,2.2,2.6,10.8
Jaden Springer,SG,21,PHI,18,0,9.4,1.2,3.2,0.379,0.3,0.9,0.294,0.9,2.3,0.415,0.422,0.7,0.9,0.75,0.8,0.7,1.4,0.9,0.6,0.4,0.8,1.4,3.4
Lamar Stevens,PF,26,BOS,11,1,4.8,1,1.9,0.524,0.2,0.5,0.333,0.8,1.4,0.6,0.571,0.3,0.4,0.75,0.5,0.5,1.1,0.4,0.4,0.3,0.4,0.9,2.5
Isaiah Stewart,PF,22,DET,27,27,30.5,3.9,8.2,0.477,1.4,3.6,0.396,2.5,4.7,0.54,0.563,1.2,1.6,0.767,1.8,5.1,6.9,1.6,0.3,0.6,1.6,2.6,10.5
Julian Strawther,SF,21,DEN,29,0,13.8,2.1,5.6,0.383,1.2,3.5,0.337,1,2.1,0.459,0.488,0.4,0.7,0.684,0.1,1.4,1.5,1.1,0.5,0.2,0.3,1.3,5.9
Max Strus,SF,27,CLE,30,30,34.7,5,12.5,0.404,2.9,8.3,0.348,2.1,4.1,0.516,0.52,1.3,1.6,0.796,0.7,4.4,5.1,3.9,0.9,0.5,1.7,2.9,14.3
Jalen Suggs,SG,22,ORL,24,24,26,4.4,9.3,0.471,1.7,4.5,0.374,2.7,4.8,0.56,0.561,2,2.4,0.828,0.6,2.9,3.5,2.5,1.6,0.6,1.9,2.7,12.4
Cole Swider,SF,24,MIA,3,0,9.7,2,4.7,0.429,1.3,3.7,0.364,0.7,1,0.667,0.571,0,0,0,0,0.3,0.3,1,0.3,0.3,0.3,0.3,5.3
Jae'Sean Tate,SF,28,HOU,25,0,17.5,1.9,4.2,0.462,0.6,1.7,0.326,1.4,2.4,0.557,0.529,0.4,0.6,0.714,1.1,2.6,3.6,1.1,0.8,0.2,0.5,2.4,4.8
Jayson Tatum,PF,25,BOS,28,28,36.8,9.2,19.3,0.477,3,8.5,0.347,6.2,10.7,0.58,0.554,5.5,6.9,0.803,0.8,7.7,8.5,4.3,0.9,0.5,2.9,2,26.9
Terry Taylor,PF,24,CHI,8,0,2,0.3,0.3,1,0,0,0,0.3,0.3,1,1,0,0,0,0.1,0.1,0.3,0,0.1,0,0.1,0.1,0.5
Garrett Temple,SG,37,TOR,6,0,3.2,0.7,0.8,0.8,0.2,0.2,1,0.5,0.7,0.75,0.9,0.3,0.3,1,0,0.3,0.3,0.5,0.2,0,0,0,1.8
Dalen Terry,SG,21,CHI,15,0,8.9,0.6,1.6,0.375,0.1,0.9,0.143,0.5,0.7,0.7,0.417,0.3,0.5,0.625,0.3,1.3,1.6,1,0.1,0.2,0.3,0.9,1.7
Daniel Theis,C,31,TOT,19,0,16.8,2.7,5.5,0.495,0.5,1.1,0.5,2.2,4.5,0.494,0.543,1.1,1.4,0.741,1.5,2,3.5,0.8,0.4,0.8,0.6,2.5,7.1
Daniel Theis,C,31,IND,1,0,8,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,0,0,0,0,0,0,0,0,1,2
Daniel Theis,C,31,LAC,18,0,17.3,2.8,5.6,0.505,0.6,1.1,0.526,2.3,4.6,0.5,0.554,1.1,1.5,0.741,1.6,2.1,3.7,0.9,0.4,0.9,0.6,2.6,7.3
Cam Thomas,SG,22,BRK,20,18,31.6,8.8,19.6,0.45,2.4,6.3,0.376,6.5,13.3,0.485,0.51,3.9,4.6,0.857,0.3,2.7,3,2.5,0.6,0.5,1.9,2.3,23.9
Amen Thompson,SF,21,HOU,8,0,14.8,1.9,4.5,0.417,0.3,1.9,0.133,1.6,2.6,0.619,0.444,1,1.8,0.571,0.4,2.6,3,1.4,0.5,0.1,1.1,1.9,5
Ausar Thompson,SF,21,DET,29,24,26.8,4.1,8.8,0.465,0.3,1.9,0.161,3.8,6.8,0.551,0.482,1.3,2,0.684,2.6,5.2,7.8,2.3,0.9,1.1,1.7,3.3,9.8
Klay Thompson,SF,33,GSW,29,29,30.5,6,14.1,0.426,3.3,8.6,0.383,2.7,5.5,0.494,0.543,2,2.2,0.908,0.6,3.3,3.9,2.1,0.5,0.5,1.8,2,17.3
Tristan Thompson,PF,32,CLE,25,0,11.2,1.6,2.2,0.709,0,0,0,1.6,2.2,0.709,0.709,0.4,1,0.36,1.7,1.9,3.6,0.9,0.2,0.3,0.4,1,3.5
JT Thor,PF,21,CHO,23,1,15.7,1.3,3.4,0.372,0.5,1.8,0.293,0.7,1.6,0.459,0.449,0.1,0.3,0.429,0.8,1.7,2.5,0.4,0.3,0.4,0.3,1.2,3.2
Matisse Thybulle,SF,26,POR,28,12,23.2,2.1,4.8,0.444,1.5,3.8,0.393,0.6,1,0.643,0.6,0.3,0.4,0.8,0.5,1.6,2.1,1.1,1.7,0.9,0.6,1.1,6.1
Xavier Tillman Sr.,C,25,MEM,16,6,20.4,2.8,6.9,0.4,0.6,1.9,0.29,2.2,4.9,0.443,0.441,0.4,1.1,0.333,1.5,3.1,4.6,1.6,1.3,0.8,0.9,1.7,6.4
Jacob Toppin,SF,23,NYK,2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Obi Toppin,PF,25,IND,28,27,24.1,4.8,8.1,0.595,1.3,3.4,0.375,3.5,4.7,0.756,0.674,1.2,1.5,0.767,1,2.6,3.6,1.3,0.5,0.6,0.8,2.1,12.1
Juan Toscano-Anderson,SF,30,SAC,4,0,3.3,0.3,0.8,0.333,0,0.3,0,0.3,0.5,0.5,0.333,0,0,0,0.3,0.5,0.8,0.5,0,0,0.3,1,0.5
Karl-Anthony Towns,PF,28,MIN,27,27,33.3,8,15.6,0.515,2,4.7,0.421,6.1,10.9,0.556,0.578,4.1,4.6,0.896,1.6,7.9,9.5,3,0.9,0.6,2.8,3.3,22.2
Gary Trent Jr.,SG,25,TOR,26,2,25.4,4.2,10.3,0.404,2.1,5.7,0.374,2,4.6,0.442,0.507,0.8,1.3,0.629,0.2,2,2.2,1.5,0.6,0.1,0.7,1,11.3
Oscar Tshiebwe,PF,24,IND,3,0,5.7,1.3,2.7,0.5,0,0,0,1.3,2.7,0.5,0.5,1,1.3,0.75,0.7,1,1.7,0.7,0,0,0,0.3,3.7
P.J. Tucker,PF,38,TOT,15,3,15.9,0.4,1.3,0.316,0.3,1.1,0.313,0.1,0.2,0.333,0.447,0.2,0.2,1,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3
P.J. Tucker,PF,38,PHI,3,3,22,0.7,1.7,0.4,0.7,1.7,0.4,0,0,0,0.6,0,0,0,0.3,4.3,4.7,0,1,0.7,0.7,3,2
P.J. Tucker,PF,38,LAC,12,0,14.4,0.3,1.2,0.286,0.3,0.9,0.273,0.1,0.3,0.333,0.393,0.3,0.3,1,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2
Myles Turner,C,27,IND,27,27,27.5,6.1,12,0.514,1.3,4.1,0.327,4.8,7.9,0.61,0.57,3.5,4.3,0.803,1.9,5.7,7.6,1.2,0.6,2.2,1.4,3.1,17.1
Hunter Tyson,PF,23,DEN,8,0,2.5,0.1,0.5,0.25,0,0.4,0,0.1,0.1,1,0.25,0,0,0,0,0.6,0.6,0.1,0,0,0,0.6,0.3
Stanley Umude,SG,24,DET,15,0,10.3,1.3,2.9,0.455,0.9,1.8,0.519,0.4,1.1,0.353,0.614,1.4,1.5,0.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5
Jonas Valančiūnas,C,31,NOP,30,30,27.6,5.8,10.1,0.573,0.7,2,0.367,5,8.1,0.624,0.609,2.4,3,0.8,2.4,7.4,9.8,2.6,0.6,1.3,1.6,3.3,14.7
Jarred Vanderbilt,PF,24,LAL,10,2,16,0.7,2.5,0.28,0,0.9,0,0.7,1.6,0.438,0.28,0.1,0.2,0.5,1.3,2.9,4.2,0.6,0.4,0.3,0.3,1.9,1.5
Fred VanVleet,PG,29,HOU,26,26,37.9,5.6,14.2,0.393,2.9,7.7,0.38,2.7,6.5,0.408,0.496,3,3.5,0.878,0.3,3.8,4.1,8.6,1.1,0.5,1.6,1.9,17.1
Devin Vassell,SG,23,SAS,23,17,29.8,6.5,14.2,0.457,2.5,7.1,0.356,4,7.1,0.558,0.546,2.4,3,0.812,0.4,2.9,3.3,2.9,0.9,0.1,1.3,1,17.9
Sasha Vezenkov,PF,28,SAC,25,0,13.4,2.1,4.8,0.437,1.2,3,0.382,0.9,1.7,0.535,0.559,0.2,0.3,0.75,0.8,2,2.7,0.5,0.5,0.2,0.4,1.1,5.6
Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,0.375,0.4,3.4,0.118,2,3,0.667,0.406,0.2,0.4,0.5,0.4,0.6,1,3,1.2,0,0.4,2.4,5.4
Nikola Vučević,C,33,CHI,31,31,34,7,15.5,0.452,1.1,3.9,0.281,5.9,11.6,0.51,0.488,1.6,1.8,0.875,2.7,7.6,10.4,3.4,0.8,0.7,1.7,2.6,16.7
Dean Wade,PF,27,CLE,23,16,21.9,2,4.6,0.425,1.6,4,0.391,0.4,0.6,0.643,0.594,0.5,0.6,0.786,1.2,3.5,4.7,0.9,0.9,0.3,0.5,2.3,6
Franz Wagner,SF,22,ORL,28,28,33.6,7.5,16.5,0.456,1.3,4.8,0.274,6.2,11.6,0.531,0.496,3.9,4.7,0.84,1.1,4.7,5.8,3.9,1.1,0.3,1.7,2.3,20.3
Moritz Wagner,C,26,ORL,28,0,19.1,4.7,7.5,0.624,0.5,1.6,0.333,4.1,5.9,0.703,0.66,2,2.5,0.775,1.6,2.6,4.2,1.2,0.5,0.4,1.4,2.4,11.9
Ish Wainright,SF,29,POR,3,0,3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0.75,0,0,0,0,0.3,0.3,0,0.3,0,0,0.7,1
Jabari Walker,SF,21,POR,28,0,17.8,2.7,5.8,0.466,0.5,1.9,0.264,2.2,3.9,0.564,0.509,1.3,1.8,0.755,1.7,3.4,5.1,0.7,0.7,0.4,0.9,2.2,7.3
Jarace Walker,PF,20,IND,8,0,10.5,1.5,3.5,0.429,0.4,1.4,0.273,1.1,2.1,0.529,0.482,0.4,0.4,1,0.1,1.4,1.5,1.4,0.5,0.4,0.4,1.4,3.8
Lonnie Walker IV,SG,25,BRK,17,0,21.3,5.2,10.6,0.489,2.6,5.6,0.463,2.6,5,0.518,0.611,1.7,2.2,0.763,0.2,2.5,2.6,1.6,0.6,0.4,1.5,0.9,14.6
Cason Wallace,SG,20,OKC,27,6,21.8,2.7,4.9,0.557,1,2.2,0.467,1.7,2.6,0.634,0.664,0.4,0.6,0.8,0.5,1.7,2.2,1.6,0.6,0.4,0.5,1.7,6.9
P.J. Washington,PF,25,CHO,24,13,30,5,12.1,0.416,1.9,6,0.317,3.1,6.1,0.514,0.495,1.6,2.2,0.75,1.2,4.1,5.3,2.4,1,0.9,1.5,2.7,13.6
TyTy Washington Jr.,PG,22,MIL,2,0,3,0.5,1.5,0.333,0.5,1,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,1,0,1.5
Yuta Watanabe,SF,29,PHO,20,0,17,1.5,4.2,0.345,1.2,3.5,0.333,0.3,0.8,0.4,0.482,0.5,0.7,0.692,0.5,1.6,2.1,0.5,0.4,0.4,0.7,1.6,4.5
Lindy Waters III,SG,26,OKC,9,0,7.8,1,2.4,0.409,0.9,2.3,0.381,0.1,0.1,1,0.591,0,0,0,0.1,0.6,0.7,0.7,0,0.1,0,0.7,2.9
Trendon Watford,PF,23,BRK,21,0,13.4,2.5,4.8,0.525,0.3,0.9,0.316,2.2,3.9,0.573,0.554,0.8,0.9,0.889,0.9,2.4,3.3,1.8,0.4,0.3,1,1.8,6.1
Peyton Watson,SF,21,DEN,30,0,17,2.3,4.5,0.522,0.4,1.3,0.342,1.9,3.2,0.594,0.571,0.8,1.2,0.622,0.6,1.9,2.5,1,0.5,0.9,0.6,1.7,5.9
Victor Wembanyama,PF,20,SAS,25,25,30.2,6.9,15.9,0.435,1.4,4.9,0.279,5.6,11,0.504,0.477,3.3,4.2,0.774,2.3,8.4,10.7,2.8,1.4,3,3.3,2.5,18.5
Blake Wesley,SG,20,SAS,8,0,5.1,0.8,1.5,0.5,0,0.1,0,0.8,1.4,0.545,0.5,0.4,0.8,0.5,0.1,0.3,0.4,1.4,0.4,0.1,0.1,0.5,1.9
Russell Westbrook,PG,35,LAC,29,10,24.1,4.6,10,0.46,0.6,2.3,0.254,4,7.7,0.523,0.49,1.6,2.4,0.634,1.6,4.8,6.4,4.7,1,0.5,2.3,2.1,11.3
Coby White,PG,23,CHI,31,31,34.9,6.3,13.9,0.456,3,7.4,0.409,3.3,6.5,0.51,0.565,1.9,2.3,0.833,0.5,3.7,4.1,5,0.8,0.3,1.9,2.5,17.6
Derrick White,SG,29,BOS,26,26,32.5,5.5,11.2,0.495,2.8,6.5,0.424,2.8,4.7,0.595,0.619,2.7,3.1,0.877,0.7,3.2,3.9,5.2,1.2,1.3,1.7,2.2,16.6
Cam Whitmore,SF,19,HOU,6,0,7.7,2.2,4.5,0.481,0.3,1.8,0.182,1.8,2.7,0.688,0.519,1,2,0.5,0.5,1.5,2,0.3,0.5,0,0.3,0.7,5.7
Aaron Wiggins,SG,25,OKC,25,0,12.1,1.9,3.2,0.588,0.5,1,0.48,1.4,2.2,0.636,0.663,0.7,1,0.72,0.6,1.6,2.2,0.7,0.4,0,0.6,1,5
Andrew Wiggins,SF,28,GSW,26,21,26.7,4.8,11.2,0.428,1,3.2,0.31,3.8,8,0.476,0.473,2.1,3,0.692,1.9,2.6,4.5,1.2,0.3,0.4,1.7,2.5,12.7
Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,0.4,0,0.7,0,0.7,1,0.667,0.4,0.7,0.7,1,0,0,0,0,0,0,0.3,0.3,2
Grant Williams,PF,25,DAL,27,26,29.1,3.1,7.5,0.421,2,5.2,0.393,1.1,2.3,0.484,0.557,0.8,1.3,0.647,1.1,2.7,3.8,1.7,0.4,0.7,0.9,2.9,9.1
Jalen Williams,PF,22,OKC,24,24,32.1,6.6,13.1,0.505,1,2.9,0.357,5.6,10.2,0.547,0.544,3.1,3.5,0.882,0.4,3.7,4.1,3.8,0.9,0.3,1.7,2.7,17.4
Jaylin Williams,C,21,OKC,22,0,12.5,1.4,3.5,0.395,0.8,2.1,0.362,0.6,1.3,0.448,0.507,0.6,0.6,0.929,0.5,2.8,3.3,1.3,0.3,0.1,0.5,1.6,4.1
Jeenathan Williams,SG,24,HOU,4,0,5.5,1.5,2.8,0.545,0,0.5,0,1.5,2.3,0.667,0.545,0.3,0.5,0.5,0,0,0,0.5,0.3,0,0,0.5,3.3
Kenrich Williams,PF,29,OKC,17,0,15.3,2.1,3.9,0.522,0.9,1.9,0.485,1.1,2,0.559,0.642,0.2,0.6,0.3,0.7,2,2.7,1.8,0.5,0.2,0.2,1.8,5.2
Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,0.649,0,0,0,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
Patrick Williams,PF,22,CHI,31,21,27.5,3.7,8.2,0.451,1.4,3.4,0.413,2.3,4.9,0.477,0.535,1.3,1.7,0.75,1.1,3,4.2,1.5,0.9,0.9,1.2,1.9,10.1
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,0.654,0,0,0,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,20,6,20.3,1.7,4.1,0.415,1.2,3.2,0.359,0.6,0.9,0.611,0.555,1,1.2,0.826,0.9,3.8,4.7,1.4,0.6,0.6,0.8,2.3,5.5
Ziaire Williams,SF,22,MEM,26,8,20.1,2.8,7.1,0.402,1.2,3.5,0.33,1.7,3.6,0.473,0.484,1.2,1.4,0.838,0.6,3.3,3.9,1.5,0.4,0.3,1.3,1.8,8
Zion Williamson,PF,23,NOP,24,24,30.7,8.8,15.2,0.582,0.1,0.4,0.333,8.7,14.8,0.589,0.587,4.5,7,0.643,2,3.9,5.9,4.5,1.1,0.3,2.5,2.5,22.3
Jalen Wilson,PF,23,BRK,8,0,7.1,0.9,1.4,0.636,0.3,0.4,0.667,0.6,1,0.625,0.727,0.5,0.5,1,0.5,0.8,1.3,0.6,0.1,0.1,0.3,0.6,2.5
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0.75,0,0,0,0,0.3,0.3,0.3,0,0,0,0.3,1
James Wiseman,C,22,DET,18,0,14.3,3,4.2,0.711,0,0.1,0,3,4.2,0.72,0.711,0.8,1.3,0.625,1.4,2.8,4.2,0.7,0.2,0.6,1,2.2,6.8
Christian Wood,PF,28,LAL,26,1,18.8,2.4,5.2,0.463,0.7,2.3,0.279,1.8,2.9,0.613,0.526,1.3,2.1,0.618,0.9,4.6,5.5,0.9,0.2,0.6,1.2,1.5,6.8
Delon Wright,PG,31,WAS,8,0,17.6,1.4,3.8,0.367,0.5,1.4,0.364,0.9,2.4,0.368,0.433,1.8,2,0.875,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5
Thaddeus Young,PF,35,TOR,4,0,3.3,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,0.5,0,0.3,0.5,0.8,0.8,0,0,0.3,0,1
Trae Young,PG,25,ATL,27,27,36.3,8.9,20.4,0.436,3.6,9.2,0.391,5.3,11.2,0.472,0.524,7,8,0.866,0.5,2.6,3.1,11.2,1.3,0.2,4.2,1.9,28.3
